component_name,correlation_r,abs_correlation,p_value
ecs_final_layer_per_head_layer_20_head_4,0.03957,0.03957,0.43940
cas_vs_current_layer_per_head_layer_11_head_11,0.03957,0.03957,0.43946
cas_alt_vs_current_layer_per_head_layer_0_head_19,0.03956,0.03956,0.43952
bos_attention_proportion_per_head_layer_18_head_11,0.03956,0.03956,0.43957
bos_attention_proportion_per_head_layer_14_head_13,-0.03955,0.03955,0.43969
ecs_prompt_specific_layer_per_head_layer_0_head_21,-0.03954,0.03954,0.43970
cas_alt_vs_final_layer_per_head_layer_20_head_17,0.03954,0.03954,0.43977
bos_attention_proportion_per_head_layer_30_head_18,-0.03952,0.03952,0.43999
ecs_final_layer_per_head_layer_8_head_3,0.03952,0.03952,0.44004
cas_vs_final_layer_per_head_layer_12_head_30,-0.03947,0.03947,0.44053
ecs_prompt_final_layer_per_head_layer_21_head_30,0.03947,0.03947,0.44056
ecs_prompt_final_layer_per_head_layer_17_head_17,0.03946,0.03946,0.44064
attention_entropy_per_head_layer_30_head_16,-0.03945,0.03945,0.44085
ecs_final_layer_per_head_layer_7_head_27,0.03944,0.03944,0.44097
ecs_final_layer_per_head_layer_17_head_30,0.03942,0.03942,0.44111
cas_alt_vs_current_layer_per_head_layer_10_head_25,-0.03941,0.03941,0.44121
ecs_prompt_final_layer_per_head_layer_9_head_1,0.03938,0.03938,0.44156
ecs_final_layer_per_head_layer_2_head_26,0.03938,0.03938,0.44165
cas_alt_vs_final_layer_per_head_layer_24_head_2,0.03938,0.03938,0.44166
cas_alt_vs_final_layer_per_head_layer_11_head_5,0.03937,0.03937,0.44170
ecs_specific_layer_per_head_layer_10_head_31,-0.03937,0.03937,0.44172
ecs_prompt_final_layer_per_head_layer_26_head_6,0.03935,0.03935,0.44192
cas_alt_vs_final_layer_per_head_layer_23_head_27,0.03935,0.03935,0.44194
cas_vs_final_layer_per_head_layer_25_head_23,-0.03935,0.03935,0.44196
cas_vs_final_layer_per_head_layer_13_head_17,-0.03935,0.03935,0.44199
cas_alt_vs_current_layer_per_head_layer_5_head_4,0.03934,0.03934,0.44205
cas_alt_vs_final_layer_per_head_layer_2_head_27,0.03934,0.03934,0.44208
ecs_specific_layer_per_head_layer_6_head_13,0.03934,0.03934,0.44208
cas_alt_vs_final_layer_per_head_layer_8_head_2,0.03932,0.03932,0.44232
cas_alt_vs_current_layer_per_head_layer_12_head_28,-0.03931,0.03931,0.44240
cas_alt_vs_final_layer_per_head_layer_4_head_7,0.03931,0.03931,0.44244
cas_vs_current_layer_per_head_layer_9_head_14,-0.03929,0.03929,0.44265
cas_vs_final_layer_per_head_layer_31_head_15,0.03929,0.03929,0.44265
cas_vs_current_layer_per_head_layer_31_head_15,0.03929,0.03929,0.44265
cas_vs_final_layer_per_head_layer_26_head_27,-0.03929,0.03929,0.44268
ecs_prompt_final_layer_per_head_layer_22_head_29,0.03927,0.03927,0.44284
cas_alt_vs_final_layer_per_head_layer_11_head_9,0.03927,0.03927,0.44284
cas_alt_vs_current_layer_per_head_layer_12_head_6,-0.03927,0.03927,0.44294
ecs_specific_layer_per_head_layer_11_head_31,0.03926,0.03926,0.44306
cas_alt_vs_final_layer_per_head_layer_29_head_19,0.03925,0.03925,0.44311
cas_alt_vs_current_layer_per_head_layer_0_head_12,0.03922,0.03922,0.44344
ecs_final_layer_per_head_layer_22_head_14,0.03921,0.03921,0.44360
cas_vs_final_layer_per_head_layer_3_head_19,-0.03919,0.03919,0.44387
ecs_final_layer_per_head_layer_14_head_12,0.03917,0.03917,0.44409
cas_vs_final_layer_per_head_layer_23_head_16,-0.03913,0.03913,0.44449
bos_attention_proportion_per_head_layer_9_head_13,-0.03912,0.03912,0.44460
cas_vs_final_layer_per_head_layer_22_head_28,-0.03912,0.03912,0.44462
cas_vs_final_layer_per_head_layer_8_head_9,-0.03912,0.03912,0.44463
cas_alt_vs_final_layer_per_head_layer_2_head_0,0.03910,0.03910,0.44488
cas_vs_current_layer_per_head_layer_10_head_6,-0.03910,0.03910,0.44490
cas_alt_vs_current_layer_per_head_layer_12_head_5,-0.03910,0.03910,0.44491
cas_alt_vs_final_layer_per_head_layer_18_head_14,0.03908,0.03908,0.44513
cas_alt_vs_final_layer_per_head_layer_21_head_20,0.03907,0.03907,0.44522
cas_vs_final_layer_per_head_layer_17_head_28,0.03907,0.03907,0.44524
cas_alt_vs_final_layer_per_head_layer_6_head_27,0.03906,0.03906,0.44537
bos_attention_proportion_per_head_layer_31_head_5,-0.03904,0.03904,0.44557
ecs_final_layer_per_head_layer_24_head_4,0.03899,0.03899,0.44620
ecs_prompt_final_layer_per_head_layer_21_head_3,0.03897,0.03897,0.44635
ecs_prompt_specific_layer_per_head_layer_17_head_31,0.03896,0.03896,0.44646
x_pre_ffn_norm_per_layer_layer_26,0.03896,0.03896,0.44648
cas_alt_vs_final_layer_per_head_layer_3_head_31,0.03896,0.03896,0.44651
ecs_prompt_specific_layer_per_head_layer_17_head_1,0.03896,0.03896,0.44656
ecs_final_layer_per_head_layer_8_head_13,0.03895,0.03895,0.44661
ecs_final_layer_per_head_layer_2_head_24,0.03894,0.03894,0.44679
ecs_final_layer_per_head_layer_26_head_15,0.03893,0.03893,0.44684
ecs_prompt_final_layer_per_head_layer_18_head_0,0.03892,0.03892,0.44693
cas_vs_current_layer_per_head_layer_4_head_15,-0.03892,0.03892,0.44700
ecs_final_layer_per_head_layer_20_head_6,0.03889,0.03889,0.44727
cas_vs_current_layer_per_head_layer_11_head_30,0.03887,0.03887,0.44756
cas_vs_final_layer_per_head_layer_23_head_3,-0.03886,0.03886,0.44773
attention_entropy_per_head_layer_16_head_18,-0.03883,0.03883,0.44805
cas_vs_current_layer_per_head_layer_0_head_22,-0.03882,0.03882,0.44818
cas_alt_vs_final_layer_per_head_layer_9_head_29,0.03879,0.03879,0.44849
cas_vs_final_layer_per_head_layer_12_head_10,-0.03879,0.03879,0.44851
ecs_prompt_final_layer_per_head_layer_27_head_2,0.03878,0.03878,0.44856
ecs_final_layer_per_head_layer_3_head_29,0.03877,0.03877,0.44868
ecs_prompt_specific_layer_per_head_layer_8_head_25,0.03877,0.03877,0.44869
ecs_prompt_specific_layer_per_head_layer_8_head_7,-0.03875,0.03875,0.44900
cas_alt_vs_final_layer_per_head_layer_6_head_24,0.03875,0.03875,0.44901
ecs_prompt_specific_layer_per_head_layer_8_head_29,0.03873,0.03873,0.44920
bos_attention_proportion_per_head_layer_10_head_4,-0.03872,0.03872,0.44927
bos_attention_proportion_per_head_layer_21_head_26,-0.03872,0.03872,0.44928
ecs_final_layer_per_head_layer_12_head_19,0.03868,0.03868,0.44972
ecs_final_layer_per_head_layer_2_head_0,0.03868,0.03868,0.44975
cas_alt_vs_final_layer_per_head_layer_20_head_9,0.03868,0.03868,0.44984
ecs_final_layer_per_head_layer_6_head_18,0.03866,0.03866,0.44999
ecs_final_layer_per_head_layer_16_head_9,0.03866,0.03866,0.45003
cas_alt_vs_final_layer_per_head_layer_7_head_13,0.03865,0.03865,0.45013
bos_attention_proportion_per_head_layer_28_head_0,-0.03862,0.03862,0.45047
bos_attention_proportion_per_head_layer_10_head_19,0.03861,0.03861,0.45063
ecs_prompt_final_layer_per_head_layer_8_head_31,0.03857,0.03857,0.45106
cas_vs_final_layer_per_head_layer_3_head_23,-0.03857,0.03857,0.45108
cas_vs_final_layer_per_head_layer_24_head_18,-0.03857,0.03857,0.45112
cas_alt_vs_current_layer_per_head_layer_12_head_20,-0.03854,0.03854,0.45138
ecs_prompt_specific_layer_per_head_layer_24_head_3,0.03854,0.03854,0.45145
ecs_final_layer_per_head_layer_17_head_12,0.03853,0.03853,0.45150
x_pre_ffn_norm_per_layer_layer_23,0.03853,0.03853,0.45154
cas_alt_vs_final_layer_per_head_layer_24_head_3,0.03852,0.03852,0.45170
cas_alt_vs_final_layer_per_head_layer_15_head_25,0.03851,0.03851,0.45177
cas_vs_final_layer_per_head_layer_26_head_12,-0.03851,0.03851,0.45177
cas_alt_vs_final_layer_per_head_layer_8_head_31,0.03847,0.03847,0.45220
x_pre_ffn_norm_per_layer_layer_22,0.03846,0.03846,0.45241
ecs_specific_layer_per_head_layer_8_head_30,-0.03846,0.03846,0.45242
cas_vs_final_layer_per_head_layer_8_head_13,-0.03845,0.03845,0.45243
bos_attention_proportion_per_head_layer_21_head_4,0.03843,0.03843,0.45267
cas_vs_current_layer_per_head_layer_17_head_26,0.03843,0.03843,0.45269
ecs_prompt_final_layer_per_head_layer_4_head_18,0.03839,0.03839,0.45320
cas_alt_vs_final_layer_per_head_layer_29_head_8,0.03838,0.03838,0.45329
bos_attention_proportion_per_head_layer_10_head_14,0.03838,0.03838,0.45330
cas_vs_current_layer_per_head_layer_9_head_22,0.03838,0.03838,0.45334
ecs_final_layer_per_head_layer_19_head_20,0.03837,0.03837,0.45343
ecs_prompt_final_layer_per_head_layer_20_head_1,0.03836,0.03836,0.45356
cas_alt_vs_final_layer_per_head_layer_15_head_0,0.03836,0.03836,0.45358
ecs_final_layer_per_head_layer_20_head_28,0.03836,0.03836,0.45358
cas_vs_final_layer_per_head_layer_24_head_2,-0.03836,0.03836,0.45360
cas_vs_final_layer_per_head_layer_13_head_20,-0.03835,0.03835,0.45370
attention_entropy_per_head_layer_18_head_8,0.03834,0.03834,0.45379
ecs_final_layer_per_head_layer_26_head_2,0.03832,0.03832,0.45404
ecs_final_layer_per_head_layer_0_head_0,0.03828,0.03828,0.45448
ecs_prompt_specific_layer_per_head_layer_9_head_19,0.03828,0.03828,0.45449
ecs_final_layer_per_head_layer_25_head_4,0.03828,0.03828,0.45450
cas_alt_vs_final_layer_per_head_layer_7_head_5,0.03828,0.03828,0.45452
ecs_prompt_final_layer_per_head_layer_21_head_15,0.03828,0.03828,0.45454
ecs_final_layer_per_head_layer_15_head_5,0.03826,0.03826,0.45466
cas_alt_vs_current_layer_per_head_layer_0_head_28,0.03826,0.03826,0.45476
cas_alt_vs_final_layer_per_head_layer_15_head_15,0.03822,0.03822,0.45515
ecs_prompt_final_layer_per_head_layer_15_head_5,0.03822,0.03822,0.45522
cas_alt_vs_final_layer_per_head_layer_27_head_13,0.03821,0.03821,0.45526
ecs_final_layer_per_head_layer_16_head_10,0.03819,0.03819,0.45551
ecs_final_layer_per_head_layer_18_head_7,0.03819,0.03819,0.45556
ecs_final_layer_per_head_layer_20_head_14,0.03818,0.03818,0.45566
cas_alt_vs_final_layer_per_head_layer_27_head_20,0.03818,0.03818,0.45571
ecs_prompt_final_layer_per_head_layer_17_head_9,0.03818,0.03818,0.45571
ecs_final_layer_per_head_layer_15_head_20,0.03817,0.03817,0.45575
ecs_prompt_specific_layer_per_head_layer_23_head_18,0.03816,0.03816,0.45591
ecs_final_layer_per_head_layer_15_head_22,0.03813,0.03813,0.45621
cas_alt_vs_final_layer_per_head_layer_9_head_2,0.03813,0.03813,0.45628
ecs_final_layer_per_head_layer_3_head_15,0.03811,0.03811,0.45649
cas_alt_vs_final_layer_per_head_layer_27_head_29,0.03807,0.03807,0.45700
cas_vs_final_layer_per_head_layer_29_head_0,-0.03806,0.03806,0.45704
ecs_final_layer_per_head_layer_26_head_6,0.03806,0.03806,0.45710
ecs_prompt_final_layer_per_head_layer_26_head_0,0.03806,0.03806,0.45714
cas_alt_vs_final_layer_per_head_layer_4_head_28,0.03805,0.03805,0.45719
ecs_prompt_specific_layer_per_head_layer_6_head_23,0.03805,0.03805,0.45719
ecs_specific_layer_per_head_layer_10_head_23,-0.03805,0.03805,0.45721
ecs_final_layer_per_head_layer_22_head_20,0.03805,0.03805,0.45722
ecs_final_layer_per_head_layer_16_head_13,0.03804,0.03804,0.45731
attention_entropy_per_head_layer_3_head_20,-0.03803,0.03803,0.45740
ecs_prompt_specific_layer_per_head_layer_24_head_12,0.03801,0.03801,0.45773
cas_vs_final_layer_per_head_layer_25_head_28,-0.03800,0.03800,0.45782
cas_vs_final_layer_per_head_layer_13_head_3,-0.03799,0.03799,0.45789
cas_alt_vs_final_layer_per_head_layer_24_head_14,0.03799,0.03799,0.45791
cas_alt_vs_final_layer_per_head_layer_9_head_27,0.03798,0.03798,0.45800
cas_alt_vs_final_layer_per_head_layer_3_head_21,0.03798,0.03798,0.45800
cas_alt_vs_final_layer_per_head_layer_6_head_18,0.03798,0.03798,0.45804
ecs_prompt_specific_layer_per_head_layer_7_head_28,0.03797,0.03797,0.45809
bos_attention_proportion_per_head_layer_7_head_18,-0.03794,0.03794,0.45852
cas_vs_current_layer_per_head_layer_2_head_13,0.03793,0.03793,0.45867
cas_alt_vs_final_layer_per_head_layer_3_head_2,0.03792,0.03792,0.45876
cas_vs_final_layer_per_head_layer_30_head_25,-0.03792,0.03792,0.45876
cas_alt_vs_current_layer_per_head_layer_0_head_13,0.03792,0.03792,0.45878
semantic_drift_per_layer_layer_8,0.03792,0.03792,0.45879
semantic_drift_per_layer_layer_6,0.03788,0.03788,0.45919
cas_vs_final_layer_per_head_layer_22_head_27,-0.03788,0.03788,0.45919
cas_alt_vs_final_layer_per_head_layer_6_head_7,0.03788,0.03788,0.45925
ecs_final_layer_per_head_layer_26_head_11,0.03786,0.03786,0.45943
ecs_final_layer_per_head_layer_3_head_11,0.03785,0.03785,0.45957
bos_attention_proportion_per_head_layer_7_head_11,-0.03785,0.03785,0.45959
ecs_final_layer_per_head_layer_21_head_2,0.03784,0.03784,0.45967
ecs_prompt_specific_layer_per_head_layer_5_head_26,-0.03782,0.03782,0.45990
ecs_prompt_specific_layer_per_head_layer_24_head_9,0.03782,0.03782,0.45994
cas_alt_vs_current_layer_per_head_layer_7_head_5,0.03780,0.03780,0.46022
ecs_final_layer_per_head_layer_9_head_10,0.03776,0.03776,0.46068
cas_alt_vs_final_layer_per_head_layer_3_head_14,0.03775,0.03775,0.46079
bos_attention_proportion_per_head_layer_2_head_9,-0.03772,0.03772,0.46113
ecs_prompt_final_layer_per_head_layer_21_head_0,0.03772,0.03772,0.46117
ecs_prompt_final_layer_per_head_layer_17_head_30,0.03771,0.03771,0.46120
cas_vs_current_layer_per_head_layer_4_head_6,0.03771,0.03771,0.46123
cas_alt_vs_final_layer_per_head_layer_4_head_27,0.03770,0.03770,0.46130
cas_vs_current_layer_per_head_layer_2_head_2,-0.03768,0.03768,0.46162
ecs_prompt_final_layer_per_head_layer_31_head_14,-0.03767,0.03767,0.46166
ecs_prompt_specific_layer_per_head_layer_31_head_14,-0.03767,0.03767,0.46166
cas_alt_vs_final_layer_per_head_layer_23_head_21,0.03767,0.03767,0.46170
cas_alt_vs_final_layer_per_head_layer_23_head_22,0.03765,0.03765,0.46190
ecs_prompt_specific_layer_per_head_layer_5_head_6,-0.03763,0.03763,0.46221
ecs_final_layer_per_head_layer_14_head_15,0.03763,0.03763,0.46224
cas_alt_vs_final_layer_per_head_layer_3_head_20,0.03761,0.03761,0.46247
ecs_final_layer_per_head_layer_31_head_11,0.03760,0.03760,0.46256
ecs_specific_layer_per_head_layer_31_head_11,0.03760,0.03760,0.46256
cas_alt_vs_current_layer_per_head_layer_5_head_22,0.03757,0.03757,0.46293
cas_alt_vs_final_layer_per_head_layer_26_head_7,0.03756,0.03756,0.46296
ecs_prompt_final_layer_per_head_layer_20_head_2,0.03755,0.03755,0.46319
ecs_final_layer_per_head_layer_15_head_13,0.03754,0.03754,0.46320
cas_vs_current_layer_per_head_layer_16_head_28,0.03753,0.03753,0.46339
bos_attention_proportion_per_head_layer_9_head_11,-0.03752,0.03752,0.46355
ecs_prompt_final_layer_per_head_layer_23_head_10,0.03751,0.03751,0.46360
ecs_prompt_final_layer_per_head_layer_15_head_13,0.03751,0.03751,0.46366
cas_vs_final_layer_per_head_layer_13_head_18,-0.03751,0.03751,0.46366
ecs_final_layer_per_head_layer_18_head_10,0.03749,0.03749,0.46388
cas_vs_final_layer_per_head_layer_2_head_28,0.03748,0.03748,0.46397
cas_alt_vs_final_layer_per_head_layer_28_head_15,0.03748,0.03748,0.46402
cas_alt_vs_final_layer_per_head_layer_30_head_31,0.03747,0.03747,0.46407
cas_alt_vs_current_layer_per_head_layer_14_head_19,-0.03745,0.03745,0.46433
cas_vs_final_layer_per_head_layer_27_head_19,-0.03744,0.03744,0.46444
ecs_final_layer_per_head_layer_5_head_11,0.03743,0.03743,0.46451
attention_entropy_per_head_layer_30_head_25,0.03743,0.03743,0.46458
cas_alt_vs_final_layer_per_head_layer_16_head_3,0.03743,0.03743,0.46459
cas_vs_final_layer_per_head_layer_25_head_22,-0.03740,0.03740,0.46497
ecs_prompt_specific_layer_per_head_layer_16_head_23,0.03739,0.03739,0.46508
ecs_prompt_specific_layer_per_head_layer_9_head_10,0.03736,0.03736,0.46538
cas_alt_vs_current_layer_per_head_layer_0_head_24,0.03733,0.03733,0.46573
cas_vs_final_layer_per_head_layer_8_head_21,-0.03731,0.03731,0.46602
ecs_prompt_specific_layer_per_head_layer_16_head_25,0.03730,0.03730,0.46608
ecs_specific_layer_per_head_layer_24_head_26,0.03729,0.03729,0.46628
bos_attention_proportion_per_head_layer_7_head_29,-0.03729,0.03729,0.46628
cas_vs_current_layer_per_head_layer_7_head_25,0.03727,0.03727,0.46651
cas_alt_vs_final_layer_per_head_layer_7_head_27,0.03724,0.03724,0.46688
ecs_specific_layer_per_head_layer_5_head_13,0.03723,0.03723,0.46697
ecs_prompt_final_layer_per_head_layer_13_head_4,0.03722,0.03722,0.46711
cas_vs_final_layer_per_head_layer_22_head_10,-0.03720,0.03720,0.46728
ecs_final_layer_per_head_layer_12_head_3,0.03719,0.03719,0.46741
cas_alt_vs_final_layer_per_head_layer_28_head_16,0.03719,0.03719,0.46742
cas_alt_vs_final_layer_per_head_layer_21_head_6,0.03719,0.03719,0.46749
cas_vs_current_layer_per_head_layer_23_head_16,0.03717,0.03717,0.46764
cas_alt_vs_final_layer_per_head_layer_18_head_22,0.03716,0.03716,0.46779
ecs_prompt_final_layer_per_head_layer_23_head_17,0.03714,0.03714,0.46801
cas_alt_vs_final_layer_per_head_layer_18_head_2,0.03714,0.03714,0.46801
ecs_prompt_final_layer_per_head_layer_26_head_17,0.03714,0.03714,0.46805
cos_sim_input_pre_ffn_per_layer_layer_18,0.03713,0.03713,0.46811
cas_vs_final_layer_per_head_layer_8_head_20,-0.03711,0.03711,0.46842
cas_vs_final_layer_per_head_layer_24_head_17,-0.03710,0.03710,0.46850
cas_vs_current_layer_per_head_layer_7_head_7,-0.03709,0.03709,0.46862
cas_vs_final_layer_per_head_layer_4_head_14,-0.03705,0.03705,0.46907
cas_vs_current_layer_per_head_layer_10_head_30,0.03705,0.03705,0.46911
cas_alt_vs_final_layer_per_head_layer_4_head_1,0.03704,0.03704,0.46929
cas_vs_current_layer_per_head_layer_31_head_4,0.03703,0.03703,0.46933
cas_vs_final_layer_per_head_layer_31_head_4,0.03703,0.03703,0.46933
cas_alt_vs_current_layer_per_head_layer_3_head_22,-0.03702,0.03702,0.46947
cas_vs_current_layer_per_head_layer_31_head_12,0.03702,0.03702,0.46953
cas_vs_final_layer_per_head_layer_31_head_12,0.03702,0.03702,0.46953
ecs_final_layer_per_head_layer_22_head_9,0.03702,0.03702,0.46954
cas_vs_final_layer_per_head_layer_14_head_21,-0.03700,0.03700,0.46967
ecs_final_layer_per_head_layer_0_head_5,0.03699,0.03699,0.46978
cas_alt_vs_current_layer_per_head_layer_12_head_31,-0.03698,0.03698,0.46991
cas_alt_vs_current_layer_per_head_layer_12_head_26,-0.03697,0.03697,0.47003
ecs_final_layer_per_head_layer_1_head_26,0.03697,0.03697,0.47011
semantic_drift_per_layer_layer_22,-0.03696,0.03696,0.47017
ecs_prompt_specific_layer_per_head_layer_2_head_8,0.03696,0.03696,0.47019
cas_alt_vs_final_layer_per_head_layer_0_head_11,0.03696,0.03696,0.47021
ecs_prompt_final_layer_per_head_layer_23_head_31,0.03695,0.03695,0.47033
ecs_final_layer_per_head_layer_9_head_6,0.03695,0.03695,0.47035
cas_vs_current_layer_per_head_layer_8_head_24,-0.03694,0.03694,0.47043
attention_entropy_per_head_layer_24_head_19,0.03694,0.03694,0.47049
cas_vs_final_layer_per_head_layer_3_head_24,-0.03693,0.03693,0.47055
cas_alt_vs_final_layer_per_head_layer_27_head_6,0.03693,0.03693,0.47062
pos_cos_similarity_per_layer_layer_6,0.03692,0.03692,0.47063
pos_score_per_layer_layer_6,0.03692,0.03692,0.47063
ecs_prompt_specific_layer_per_head_layer_8_head_14,0.03690,0.03690,0.47095
ecs_prompt_final_layer_per_head_layer_18_head_19,0.03687,0.03687,0.47125
ecs_specific_layer_per_head_layer_24_head_29,0.03686,0.03686,0.47146
cas_vs_final_layer_per_head_layer_13_head_9,-0.03685,0.03685,0.47152
cas_alt_vs_final_layer_per_head_layer_10_head_28,0.03685,0.03685,0.47152
ecs_prompt_specific_layer_per_head_layer_4_head_10,0.03684,0.03684,0.47160
ecs_prompt_final_layer_per_head_layer_14_head_17,0.03683,0.03683,0.47174
ecs_final_layer_per_head_layer_2_head_27,0.03683,0.03683,0.47174
ecs_prompt_final_layer_per_head_layer_20_head_26,0.03683,0.03683,0.47176
cas_alt_vs_final_layer_per_head_layer_14_head_25,0.03682,0.03682,0.47184
cas_vs_current_layer_per_head_layer_0_head_21,-0.03682,0.03682,0.47186
cas_alt_vs_final_layer_per_head_layer_19_head_31,0.03682,0.03682,0.47188
ecs_prompt_final_layer_per_head_layer_19_head_7,0.03681,0.03681,0.47204
cas_vs_current_layer_per_head_layer_22_head_5,0.03680,0.03680,0.47207
ecs_final_layer_per_head_layer_27_head_7,0.03679,0.03679,0.47224
ecs_specific_layer_per_head_layer_3_head_3,-0.03677,0.03677,0.47247
cas_alt_vs_final_layer_per_head_layer_22_head_6,0.03676,0.03676,0.47256
cas_alt_vs_final_layer_per_head_layer_6_head_2,0.03675,0.03675,0.47271
cas_vs_final_layer_per_head_layer_30_head_23,-0.03673,0.03673,0.47300
cas_alt_vs_current_layer_per_head_layer_9_head_2,0.03671,0.03671,0.47325
cas_vs_final_layer_per_head_layer_29_head_14,-0.03671,0.03671,0.47325
cas_alt_vs_final_layer_per_head_layer_27_head_8,0.03670,0.03670,0.47329
cas_alt_vs_final_layer_per_head_layer_2_head_26,0.03670,0.03670,0.47333
ecs_final_layer_per_head_layer_20_head_2,0.03668,0.03668,0.47354
cas_alt_vs_final_layer_per_head_layer_6_head_14,0.03666,0.03666,0.47386
bos_attention_proportion_per_head_layer_31_head_24,0.03664,0.03664,0.47404
ecs_prompt_final_layer_per_head_layer_7_head_27,0.03664,0.03664,0.47408
cas_alt_vs_final_layer_per_head_layer_16_head_15,0.03664,0.03664,0.47410
cas_alt_vs_final_layer_per_head_layer_24_head_5,0.03663,0.03663,0.47417
bos_attention_proportion_per_head_layer_8_head_7,0.03663,0.03663,0.47417
bos_attention_proportion_per_head_layer_27_head_26,0.03662,0.03662,0.47431
